,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
32670,9900,2008,chevrolet,silverado 1500,2018-10-17,47,excellent,8.0,gas,178700,automatic,truck,white,1.0,16
32673,15995,2012,toyota,highlander,2018-06-04,67,good,6.0,gas,68381,automatic,wagon,black,1.0,12
32675,17995,2017,ram,1500,2018-07-14,54,good,8.0,gas,113022,automatic,truck,white,1.0,7
32676,10700,2012,jeep,grand cherokee,2018-10-15,33,good,6.0,gas,140045,automatic,SUV,black,1.0,12
32677,21500,2013,jeep,wrangler,2018-10-18,16,good,6.0,gas,82500,automatic,SUV,black,1.0,11
32678,16900,2015,hyundai,santa fe,2019-01-21,73,excellent,6.0,gas,38500,automatic,SUV,white,1.0,9
32679,42900,2015,gmc,sierra 2500hd,2018-10-30,27,good,8.0,diesel,79724,automatic,truck,black,1.0,9
32680,47925,2018,ram,3500,2019-03-10,32,excellent,8.0,gas,16259,automatic,truck,blue,1.0,6
32681,26925,2016,ford,edge,2019-04-15,4,excellent,6.0,gas,31151,automatic,SUV,black,1.0,8
32683,2895,2002,gmc,yukon,2018-11-06,35,good,8.0,gas,224333,automatic,SUV,white,1.0,22
32686,14950,2013,chevrolet,silverado 1500,2019-02-20,46,good,8.0,gas,132857,automatic,truck,white,1.0,11
32687,15995,2012,jeep,wrangler,2018-09-17,39,good,6.0,gas,115590,manual,SUV,black,1.0,12
32689,39900,2015,gmc,sierra 2500hd,2018-10-26,9,good,8.0,diesel,88892,automatic,truck,other,1.0,9
32690,21995,2014,ram,1500,2019-03-12,29,good,6.0,diesel,128025,automatic,truck,custom,1.0,10
32692,7900,2013,chevrolet,traverse,2018-06-01,2,good,6.0,gas,151490,automatic,SUV,other,1.0,11
32696,3500,2008,toyota,rav4,2018-12-17,4,good,4.0,gas,189000,automatic,SUV,silver,1.0,16
32699,16925,2011,jeep,wrangler,2018-07-28,44,excellent,6.0,gas,71554,manual,SUV,blue,1.0,13
32701,34999,2016,ram,1500,2018-06-03,63,like new,8.0,gas,23000,automatic,truck,yellow,1.0,8
32702,21999,2016,chevrolet,silverado,2018-08-16,24,excellent,8.0,gas,70100,automatic,truck,white,1.0,8
32703,21293,2013,chevrolet,silverado 1500,2019-01-31,12,excellent,8.0,gas,52000,automatic,truck,other,1.0,11
32704,29993,2016,chevrolet,silverado 1500,2018-06-24,33,excellent,8.0,gas,36000,automatic,truck,white,1.0,8
32705,7388,2009,subaru,outback,2018-08-29,15,excellent,4.0,gas,107861,automatic,wagon,custom,1.0,15
32706,28693,2017,ram,1500,2018-08-08,15,excellent,8.0,gas,36000,automatic,truck,silver,1.0,7
32708,12225,2007,toyota,tacoma,2018-06-16,38,excellent,6.0,gas,148467,automatic,truck,other,1.0,17
32709,4950,2005,chevrolet,suburban,2018-07-03,157,good,8.0,gas,235670,automatic,SUV,blue,1.0,19
32710,23999,2012,ram,2500,2018-12-27,58,excellent,6.0,diesel,164167,automatic,pickup,green,1.0,12
32711,18980,2015,ford,explorer,2018-05-02,43,excellent,6.0,gas,69000,automatic,SUV,other,1.0,9
32713,6999,2005,chevrolet,suburban,2019-01-23,52,excellent,8.0,gas,98992,automatic,SUV,custom,1.0,19
32717,13988,2013,ram,1500,2018-07-26,13,good,8.0,gas,136441,automatic,truck,white,1.0,11
32719,4197,2008,subaru,impreza,2018-06-06,15,excellent,4.0,gas,162153,manual,sedan,white,1.0,16
32724,14900,2011,chevrolet,tahoe,2019-01-04,56,good,8.0,gas,133000,automatic,SUV,grey,1.0,13
32726,27980,2016,toyota,tacoma,2018-09-04,10,like new,6.0,gas,77000,automatic,truck,grey,1.0,8
32727,14500,2012,bmw,x5,2018-05-12,7,like new,6.0,gas,78000,automatic,SUV,silver,1.0,12
32736,1100,1994,chevrolet,silverado 1500,2018-11-30,55,fair,8.0,gas,200000,automatic,truck,white,1.0,30
32739,5995,2004,gmc,yukon,2018-09-16,28,excellent,8.0,gas,132920,automatic,SUV,white,1.0,20
32741,9500,2010,bmw,x5,2018-08-26,37,like new,6.0,gas,148500,automatic,SUV,brown,1.0,14
32751,5895,2004,toyota,highlander,2019-02-26,55,excellent,6.0,gas,165,automatic,SUV,black,1.0,20
32753,10747,2014,subaru,forester,2018-06-11,14,excellent,4.0,gas,184141,automatic,SUV,blue,1.0,10
32756,28999,2011,ram,3500,2018-11-05,36,excellent,6.0,diesel,178857,automatic,pickup,grey,1.0,13
32762,2500,1996,ford,explorer,2018-05-25,27,good,6.0,gas,110822,automatic,SUV,black,1.0,28
32766,18400,2011,ram,1500,2018-09-06,31,excellent,8.0,gas,66508,automatic,truck,silver,1.0,13
32771,4195,1999,ford,f-150,2018-09-30,42,good,8.0,gas,153845,automatic,truck,red,1.0,25
32776,28995,2016,chevrolet,silverado 1500,2018-09-05,63,excellent,8.0,gas,36559,automatic,truck,other,1.0,8
32777,10995,2009,jeep,grand cherokee laredo,2018-11-03,7,excellent,8.0,gas,69935,automatic,SUV,silver,1.0,15
32783,2000,2006,hyundai,santa fe,2018-06-02,9,fair,6.0,gas,163855,automatic,SUV,other,1.0,18
32786,15000,2014,toyota,rav4,2018-08-03,105,like new,4.0,gas,65000,automatic,SUV,blue,1.0,10
32793,2295,2004,chevrolet,silverado 1500,2018-09-03,37,good,8.0,gas,189000,automatic,pickup,other,1.0,20
32803,4000,2001,jeep,cherokee,2018-10-29,117,good,6.0,gas,165000,automatic,SUV,blue,1.0,23
32807,24495,2013,chevrolet,silverado 2500hd,2018-11-25,5,excellent,8.0,diesel,213132,automatic,truck,red,1.0,11
32810,8995,2004,toyota,4runner,2018-12-14,19,excellent,6.0,gas,175796,automatic,wagon,other,1.0,20
32813,19995,2014,ford,f-150,2018-12-30,33,excellent,6.0,gas,126505,automatic,truck,green,1.0,10
32814,26995,2016,ford,expedition,2018-06-24,8,excellent,6.0,gas,76552,automatic,wagon,black,1.0,8
32817,26995,2013,jeep,wrangler unlimited,2018-05-22,126,excellent,6.0,gas,64250,automatic,SUV,white,1.0,11
32819,2799,2004,subaru,forester,2018-12-27,3,excellent,4.0,gas,135000,automatic,wagon,other,1.0,20
32823,4495,2004,honda,pilot,2018-05-22,55,good,6.0,gas,209835,automatic,SUV,grey,1.0,20
32826,18977,2008,toyota,4runner,2018-09-10,14,excellent,6.0,gas,69000,automatic,SUV,grey,1.0,16
32829,16999,2012,ford,f150,2019-03-20,14,excellent,8.0,gas,129611,automatic,pickup,blue,1.0,12
32831,13999,2011,gmc,sierra 1500,2018-08-05,17,like new,8.0,gas,136000,automatic,pickup,black,1.0,13
32832,1,2006,chevrolet,trailblazer,2018-06-18,7,good,6.0,gas,103000,automatic,SUV,green,1.0,18
32833,23000,2014,ford,f150 supercrew cab xlt,2018-11-20,52,good,6.0,gas,77994,other,pickup,other,1.0,10
32841,3999,2005,honda,cr-v,2018-06-14,7,like new,4.0,gas,163680,automatic,SUV,other,1.0,19
32842,2990,2004,chevrolet,silverado 1500,2018-11-08,48,like new,8.0,gas,180000,automatic,pickup,white,1.0,20
32845,26400,2017,ford,f-150,2019-01-28,14,excellent,8.0,gas,66300,automatic,truck,silver,1.0,7
32849,6990,2009,subaru,forester,2019-01-11,32,excellent,4.0,gas,143647,automatic,SUV,other,1.0,15
32854,14500,2012,chevrolet,silverado 1500,2019-02-10,80,excellent,8.0,gas,144500,automatic,pickup,red,1.0,12
32856,9990,2010,nissan,frontier,2019-04-10,93,excellent,6.0,gas,138403,automatic,truck,white,1.0,14
32857,18500,2004,ram,3500,2018-10-27,23,good,6.0,diesel,126000,manual,pickup,other,1.0,20
32858,12500,2007,chevrolet,suburban,2018-06-16,2,good,8.0,gas,151500,automatic,SUV,other,1.0,17
32864,3995,2004,subaru,forester,2019-02-28,59,good,4.0,gas,79350,automatic,wagon,custom,1.0,20
32865,47995,2019,jeep,wrangler unlimited,2019-03-08,63,good,6.0,gas,22824,manual,SUV,black,1.0,5
32869,29995,2015,ram,1500,2019-04-10,12,good,8.0,gas,38941,automatic,pickup,other,1.0,9
32871,3250,1999,chevrolet,trailblazer,2018-10-27,142,excellent,6.0,gas,135000,automatic,SUV,white,1.0,25
32874,14000,2004,chevrolet,silverado,2018-11-10,101,good,8.0,diesel,224000,automatic,truck,black,1.0,20
32878,26995,2016,gmc,yukon,2019-03-26,64,excellent,8.0,gas,69412,automatic,SUV,other,1.0,8
32879,15000,2000,ford,f350 super duty,2018-12-04,17,excellent,8.0,diesel,144000,manual,truck,white,1.0,24
32881,17999,2009,chevrolet,silverado 1500,2019-02-12,22,like new,8.0,gas,99300,automatic,truck,black,1.0,15
32884,1250,1993,gmc,sierra 1500,2019-04-04,39,fair,8.0,gas,215000,automatic,truck,red,1.0,31
32885,3000,1998,ram,1500,2018-07-24,80,good,8.0,gas,170000,automatic,pickup,silver,1.0,26
32887,8000,2002,ford,f250,2019-01-05,56,fair,8.0,diesel,165366,automatic,pickup,silver,1.0,22
32888,13900,2014,buick,enclave,2019-03-29,25,excellent,6.0,gas,77250,automatic,SUV,grey,1.0,10
32890,18935,2014,ram,1500,2019-02-07,36,good,8.0,gas,129635,automatic,truck,other,1.0,10
32895,9977,2010,subaru,forester,2018-12-16,24,good,4.0,gas,104000,automatic,SUV,other,1.0,14
32896,14977,2012,jeep,liberty,2018-08-09,100,good,6.0,gas,25000,automatic,SUV,other,1.0,12
32898,3000,2010,ford,taurus,2018-08-23,44,salvage,6.0,gas,146000,automatic,sedan,other,1.0,14
32906,15000,2013,bmw,x5,2018-08-11,22,excellent,6.0,gas,75000,automatic,SUV,black,1.0,11
32909,7300,2011,chevrolet,equinox,2019-04-05,18,excellent,4.0,gas,102000,automatic,SUV,brown,1.0,13
32911,16485,2011,gmc,yukon,2019-02-16,59,good,8.0,gas,127837,automatic,SUV,black,1.0,13
32915,1650,2001,jeep,cherokee,2019-01-31,3,good,6.0,gas,275000,automatic,SUV,blue,1.0,23
32920,10900,2011,toyota,rav4,2018-07-23,11,excellent,6.0,gas,136278,automatic,SUV,grey,1.0,13
32921,24998,2006,chevrolet,silverado 2500hd,2018-07-23,17,excellent,8.0,diesel,181787,automatic,truck,black,1.0,18
32923,7500,2004,gmc,yukon,2019-03-15,88,good,8.0,gas,177000,automatic,SUV,white,1.0,20
32928,5295,2008,honda,cr-v,2018-10-14,5,good,4.0,gas,188620,automatic,SUV,white,1.0,16
32937,11995,2007,chevrolet,tahoe,2018-06-11,29,good,8.0,gas,138712,automatic,SUV,blue,1.0,17
32942,8500,1997,jeep,wrangler,2018-11-23,42,good,6.0,gas,162000,manual,SUV,black,1.0,27
32943,9250,2008,ford,f-250 super duty,2019-03-19,25,fair,8.0,diesel,214500,automatic,truck,other,1.0,16
32945,6500,2010,ford,ranger,2018-09-29,45,excellent,6.0,gas,179600,automatic,truck,white,1.0,14
32948,7995,2004,chevrolet,silverado 2500hd,2019-04-06,71,good,8.0,gas,133239,automatic,truck,white,1.0,20
32949,17000,2013,toyota,tacoma,2018-05-25,63,excellent,4.0,gas,54832,manual,pickup,red,1.0,11
32952,6400,2000,ford,f-250 super duty,2018-07-29,7,good,8.0,diesel,290000,automatic,pickup,other,1.0,24
32956,10900,2007,toyota,4runner,2018-08-05,28,excellent,8.0,gas,180252,automatic,SUV,other,1.0,17
32960,8000,2002,chevrolet,silverado 1500,2019-03-08,12,excellent,8.0,gas,140000,automatic,truck,green,1.0,22
32963,4500,2008,subaru,outback,2018-06-25,38,excellent,4.0,gas,163000,automatic,hatchback,black,1.0,16
32965,10995,2007,cadillac,escalade,2019-01-23,34,good,8.0,gas,154413,automatic,SUV,white,1.0,17
32966,5995,2007,honda,cr-v,2019-03-19,8,good,4.0,gas,188699,automatic,SUV,custom,1.0,17
32970,12500,2013,acura,tl,2018-05-07,19,good,6.0,gas,94000,automatic,sedan,grey,1.0,11
32971,7988,2004,bmw,x5,2018-10-16,18,good,8.0,gas,88671,automatic,SUV,other,1.0,20
32972,8100,2007,nissan,murano,2018-12-13,26,good,6.0,gas,118546,automatic,wagon,white,1.0,17
32975,10975,2007,chevrolet,trailblazer,2018-11-29,38,good,8.0,gas,135000,automatic,SUV,other,1.0,17
32979,6000,2012,ford,fusion,2018-12-26,53,good,4.0,gas,78900,automatic,sedan,blue,1.0,12
32981,34700,2015,jeep,wrangler unlimited,2019-04-12,37,good,6.0,gas,64681,automatic,SUV,custom,1.0,9
32983,23995,2015,ford,f-150,2018-05-17,45,excellent,6.0,gas,90567,automatic,pickup,blue,1.0,9
32990,5990,2002,ford,f-150,2019-02-26,14,good,8.0,gas,184773,automatic,truck,black,1.0,22
32992,7995,2009,chevrolet,silverado 2500hd,2019-04-07,10,excellent,8.0,gas,175640,automatic,truck,white,1.0,15
32995,13488,2003,ram,2500,2018-08-10,47,excellent,8.0,gas,133740,automatic,truck,grey,1.0,21
33001,21500,2008,ford,f250,2019-02-04,26,excellent,8.0,diesel,93000,automatic,truck,white,1.0,16
33002,2100,1998,ford,f-250,2018-09-20,7,fair,8.0,gas,105000,automatic,truck,other,1.0,26
33004,3600,2005,ford,escape,2018-06-24,58,good,6.0,gas,109022,automatic,SUV,black,1.0,19
33009,22995,2012,chevrolet,silverado 1500,2018-07-12,46,excellent,8.0,gas,76000,automatic,pickup,white,1.0,12
33011,5980,2004,toyota,sienna,2018-11-13,27,good,6.0,gas,164620,automatic,mini-van,brown,1.0,20
33015,22777,2014,toyota,tacoma,2019-04-15,50,excellent,6.0,gas,65276,automatic,truck,other,1.0,10
33017,4995,2008,chevrolet,silverado 2500hd,2018-12-07,39,fair,8.0,gas,109000,automatic,truck,red,1.0,16
33021,6995,2009,toyota,rav4,2018-06-25,9,excellent,4.0,gas,131664,automatic,SUV,white,1.0,15
33024,4800,2000,ford,ranger,2018-07-29,23,good,6.0,gas,150000,automatic,pickup,custom,1.0,24
33025,6000,2002,ford,f350 super duty,2018-07-28,12,salvage,8.0,diesel,135000,automatic,pickup,grey,1.0,22
33028,5800,2004,ford,f-150,2018-11-17,12,good,8.0,gas,174000,automatic,pickup,brown,1.0,20
33035,6790,2010,jeep,liberty,2018-05-08,12,excellent,6.0,gas,169000,automatic,SUV,other,1.0,14
33036,23995,2015,chevrolet,silverado,2018-07-13,74,excellent,8.0,gas,115123,automatic,pickup,red,1.0,9
33037,31500,2015,ford,f-250 super duty,2018-09-02,41,excellent,8.0,gas,17400,automatic,truck,other,1.0,9
33042,13995,2014,hyundai,santa fe,2018-12-02,56,excellent,6.0,gas,98231,automatic,SUV,white,1.0,10
33045,8795,2002,gmc,sierra 1500,2018-09-26,40,excellent,8.0,gas,97823,automatic,truck,custom,1.0,22
33047,9500,2005,ford,f350 super duty,2018-06-05,13,fair,8.0,diesel,393328,automatic,truck,other,1.0,19
33051,24000,2014,gmc,sierra 1500,2018-10-27,60,excellent,8.0,gas,90000,automatic,truck,black,1.0,10
33052,26988,2013,gmc,sierra 1500,2018-07-11,21,good,8.0,gas,45228,automatic,truck,white,1.0,11
33056,37000,2016,ram,2500,2019-03-01,81,excellent,6.0,diesel,33000,manual,pickup,white,1.0,8
33057,11999,2011,toyota,rav4,2019-04-09,28,excellent,6.0,gas,123000,automatic,SUV,silver,1.0,13
33058,29995,2016,ford,f-150,2018-09-30,5,good,6.0,gas,104383,automatic,truck,white,1.0,8
33060,15995,2002,ram,2500,2019-04-12,20,good,6.0,diesel,171409,manual,truck,blue,1.0,22
33062,17995,2013,ram,1500,2018-08-27,7,good,8.0,gas,139343,automatic,truck,other,1.0,11
33063,31995,2014,ram,1500,2018-06-27,52,good,8.0,gas,46051,automatic,truck,red,1.0,10
33064,23995,2015,ford,f-150,2018-05-23,35,good,8.0,gas,94014,automatic,truck,green,1.0,9
33066,16995,2011,gmc,yukon,2019-03-07,56,good,8.0,gas,107887,automatic,SUV,white,1.0,13
33067,30000,2014,jeep,wrangler unlimited,2018-12-16,66,like new,6.0,gas,13500,automatic,SUV,black,1.0,10
33068,18995,2005,chevrolet,silverado 2500hd,2018-07-07,20,good,8.0,diesel,168719,automatic,truck,grey,1.0,19
33070,4995,2002,jeep,grand cherokee,2018-09-21,62,good,6.0,gas,167476,automatic,SUV,green,1.0,22
33071,17995,2015,ford,escape,2019-02-10,12,good,4.0,gas,50849,automatic,SUV,other,1.0,9
33075,11995,2006,toyota,4runner,2018-09-15,20,good,6.0,gas,140890,automatic,SUV,other,1.0,18
33076,29995,2016,gmc,acadia,2018-07-29,11,good,6.0,gas,30613,automatic,SUV,white,1.0,8
33078,22995,2009,ford,f-150,2019-04-06,48,good,8.0,gas,101433,automatic,truck,grey,1.0,15
33079,15995,2015,kia,sorento,2018-08-10,50,good,6.0,gas,79110,automatic,SUV,red,1.0,9
33080,16995,2011,gmc,yukon,2018-10-17,14,good,8.0,gas,113628,automatic,SUV,silver,1.0,13
33082,19995,2011,jeep,wrangler,2018-06-09,55,good,6.0,gas,98783,manual,wagon,orange,1.0,13
33083,20995,2007,chevrolet,silverado 2500hd,2019-01-06,17,good,8.0,diesel,149936,automatic,truck,white,1.0,17
33084,26995,2008,ram,3500,2019-03-01,31,good,6.0,diesel,109183,automatic,truck,silver,1.0,16
33086,13990,2010,toyota,highlander,2018-10-19,30,good,6.0,gas,167282,automatic,SUV,silver,1.0,14
33089,17995,2011,gmc,sierra 1500,2018-05-08,33,good,8.0,gas,145000,automatic,truck,white,1.0,13
33094,13995,2014,subaru,forester,2018-09-12,37,good,4.0,gas,90266,automatic,SUV,blue,1.0,10
33096,17995,2014,chevrolet,traverse,2018-09-10,116,good,6.0,gas,77207,automatic,SUV,silver,1.0,10
33099,16995,2012,gmc,sierra 1500,2018-07-24,27,good,8.0,gas,123588,automatic,truck,grey,1.0,12
33102,13995,2010,jeep,grand cherokee,2018-07-04,116,good,6.0,gas,72053,automatic,SUV,silver,1.0,14
33103,29995,2016,ram,2500,2019-01-22,47,good,6.0,diesel,111625,automatic,truck,other,1.0,8
33105,27000,2017,ram,1500,2018-09-24,32,good,8.0,gas,40862,automatic,truck,other,1.0,7
33107,19995,2013,chevrolet,silverado 1500,2019-02-26,49,good,8.0,gas,132977,automatic,truck,white,1.0,11
33108,26995,2017,ram,2500,2018-11-26,80,good,8.0,gas,30585,automatic,truck,white,1.0,7
33111,17999,2009,chevrolet,silverado 1500,2019-02-11,60,like new,8.0,gas,99300,automatic,truck,black,1.0,15
33112,24995,2016,ford,f-150,2018-11-29,33,good,6.0,gas,99245,automatic,truck,black,1.0,8
33114,1500,2003,chevrolet,suburban,2018-10-31,62,fair,8.0,gas,302000,automatic,SUV,custom,1.0,21
33116,19500,2012,cadillac,escalade,2018-07-28,2,like new,8.0,gas,128,automatic,SUV,black,1.0,12
33122,16995,2016,ford,edge,2018-12-25,12,good,6.0,gas,103524,automatic,SUV,black,1.0,8
33123,8995,2011,chevrolet,silverado 1500,2018-11-01,40,excellent,8.0,gas,141800,automatic,truck,other,1.0,13
33127,19000,2014,chevrolet,silverado 1500,2018-05-20,16,like new,8.0,gas,130626,automatic,truck,other,1.0,10
33131,13995,2013,ford,edge,2018-12-28,15,good,6.0,gas,108440,automatic,SUV,brown,1.0,11
33132,12497,2010,ford,f-150,2018-12-12,63,excellent,8.0,gas,101291,automatic,pickup,grey,1.0,14
33137,10997,2008,chevrolet,colorado,2018-07-12,44,excellent,5.0,gas,44116,automatic,pickup,blue,1.0,16
33139,21995,2007,ram,3500,2018-11-04,38,good,6.0,diesel,169771,automatic,truck,other,1.0,17
33140,36995,2016,ram,3500,2018-07-15,27,good,6.0,diesel,121285,automatic,truck,black,1.0,8
33141,31995,2015,chevrolet,silverado 3500hd,2018-12-17,17,good,8.0,diesel,127846,automatic,truck,white,1.0,9
33144,15980,2015,ford,explorer,2018-07-07,57,good,8.0,gas,122654,automatic,SUV,black,1.0,9
33145,42933,2016,gmc,yukon,2019-04-18,40,excellent,8.0,gas,34229,automatic,SUV,other,1.0,8
33146,14980,2012,chevrolet,silverado 1500,2019-02-07,68,good,8.0,gas,134194,automatic,truck,black,1.0,12
33147,13980,2015,ford,fusion,2018-07-02,54,good,4.0,gas,97579,automatic,sedan,other,1.0,9
33148,7500,2004,jeep,wrangler,2018-05-17,46,good,6.0,gas,119012,automatic,SUV,black,1.0,20
33151,13995,2011,gmc,sierra 1500,2018-09-17,49,good,8.0,gas,152682,automatic,truck,silver,1.0,13
33152,13250,2014,jeep,cherokee,2019-04-14,63,excellent,4.0,gas,81256,automatic,SUV,other,1.0,10
33160,500,2003,jeep,grand cherokee,2018-08-11,26,excellent,6.0,gas,0,automatic,SUV,green,1.0,21
33162,25200,2014,chevrolet,silverado 1500 crew,2018-10-23,124,good,6.0,gas,85048,automatic,pickup,silver,1.0,10
33164,14588,2013,ford,explorer,2018-07-26,60,good,6.0,gas,153445,automatic,SUV,white,1.0,11
33169,7995,2014,subaru,outback,2018-11-25,11,good,4.0,gas,144610,automatic,wagon,blue,1.0,10
33174,12488,2011,gmc,acadia,2018-11-06,54,good,6.0,gas,89331,automatic,SUV,brown,1.0,13
33179,33300,2016,chevrolet,silverado 1500 crew,2018-12-28,17,good,8.0,gas,14148,automatic,pickup,black,1.0,8
33181,33300,2016,chevrolet,silverado 1500 crew,2018-11-03,55,good,8.0,gas,14148,automatic,pickup,other,1.0,8
33182,32000,2018,ford,f150 supercrew cab xlt,2018-08-09,6,good,6.0,gas,17958,automatic,pickup,blue,1.0,6
33183,23700,2018,nissan,frontier crew cab sv,2018-07-02,30,good,6.0,gas,12901,other,pickup,other,1.0,6
33184,11900,2015,toyota,rav4,2018-12-04,23,excellent,4.0,gas,122538,automatic,SUV,silver,1.0,9
33186,25900,2015,toyota,4runner,2018-12-05,30,excellent,6.0,gas,63102,automatic,SUV,silver,1.0,9
33188,21900,2011,ram,2500,2018-08-20,15,excellent,8.0,gas,132363,automatic,pickup,black,1.0,13
33189,20900,2013,ram,1500,2018-11-25,68,excellent,8.0,gas,98242,automatic,pickup,blue,1.0,11
33200,7500,2007,toyota,camry,2019-03-28,10,excellent,6.0,gas,163200,automatic,sedan,red,1.0,17
33202,34995,2018,ford,f-150,2018-09-19,94,excellent,6.0,gas,11510,automatic,truck,silver,1.0,6
33203,3995,2002,chevrolet,tahoe,2018-10-01,42,good,8.0,gas,170801,automatic,SUV,other,1.0,22
33205,22905,2012,jeep,wrangler,2019-03-05,39,good,6.0,gas,68110,automatic,SUV,black,1.0,12
33216,16905,2014,gmc,acadia,2019-03-02,27,good,6.0,gas,106578,automatic,SUV,black,1.0,10
33220,15905,2006,toyota,tacoma,2018-08-05,73,good,6.0,gas,148951,automatic,truck,blue,1.0,18
33225,15990,2012,ford,f-250 sd,2018-10-26,11,good,8.0,gas,113419,automatic,truck,white,1.0,12
33227,28990,2015,ford,f-350 sd,2019-04-14,71,good,8.0,diesel,112150,automatic,truck,white,1.0,9
33228,18990,2015,ford,f-250 sd,2018-07-17,35,good,8.0,gas,134794,automatic,truck,blue,1.0,9
33229,9999,2003,cadillac,escalade,2018-05-27,68,good,8.0,gas,122300,automatic,SUV,white,1.0,21
33230,12500,2002,ford,f350 super duty,2018-12-17,13,good,8.0,diesel,267000,manual,truck,white,1.0,22
33232,13900,2014,nissan,frontier,2018-08-25,7,excellent,6.0,gas,131925,automatic,pickup,other,1.0,10
33233,25100,2014,ford,f150 supercrew cab xlt,2019-02-21,50,good,6.0,gas,53522,other,pickup,black,1.0,10
33235,9500,2013,chevrolet,equinox,2018-12-18,3,excellent,6.0,gas,133000,automatic,SUV,other,1.0,11
33238,5990,2008,ford,explorer,2019-03-19,74,good,6.0,gas,137809,automatic,SUV,black,1.0,16
33240,6800,2003,ram,1500,2018-08-26,41,excellent,8.0,gas,103000,automatic,pickup,other,1.0,21
33242,20900,2010,jeep,wrangler unlimited,2019-03-13,36,excellent,6.0,gas,96727,automatic,SUV,other,1.0,14
33246,17900,2011,jeep,wrangler unlimited,2018-08-14,130,excellent,6.0,gas,120151,automatic,SUV,black,1.0,13
