,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
50045,8500,2006,dodge,dakota,2018-11-14,13,good,8.0,gas,80426,automatic,pickup,other,1.0,18
50047,25950,2016,chevrolet,silverado 1500,2019-04-06,44,excellent,8.0,gas,36180,automatic,truck,grey,1.0,8
50048,6950,2006,gmc,sierra 1500,2018-11-08,72,fair,8.0,gas,169930,automatic,truck,red,1.0,18
50053,2500,2002,chevrolet,silverado,2018-08-07,30,fair,8.0,gas,148245,automatic,pickup,white,1.0,22
50054,5995,2004,ford,f350 super duty,2018-09-15,29,good,8.0,diesel,277000,automatic,truck,white,1.0,20
50055,27999,2017,ram,1500,2018-11-24,12,excellent,8.0,gas,63000,automatic,truck,white,1.0,7
50056,15000,2004,ford,f150,2018-05-17,14,good,8.0,gas,96500,automatic,truck,black,1.0,20
50057,5900,2005,toyota,highlander,2018-05-16,26,good,6.0,gas,195643,automatic,SUV,silver,1.0,19
50058,7200,2000,ford,f-250 super duty,2019-04-13,93,good,8.0,diesel,172000,automatic,pickup,red,1.0,24
50066,19500,2014,chevrolet,silverado 1500,2019-02-15,19,excellent,8.0,gas,150001,automatic,truck,custom,1.0,10
50071,19995,2013,chevrolet,silverado 2500hd,2018-05-30,45,like new,8.0,gas,92582,automatic,truck,white,1.0,11
50073,3800,2006,chevrolet,equinox,2018-06-05,69,good,6.0,gas,134600,automatic,SUV,green,1.0,18
50076,4199,2001,toyota,rav4,2019-04-14,84,excellent,4.0,gas,154000,automatic,SUV,silver,1.0,23
50078,7475,2003,gmc,sierra,2018-09-07,17,good,8.0,gas,179129,automatic,truck,blue,1.0,21
50080,8500,2008,jeep,grand cherokee,2018-08-10,50,excellent,6.0,diesel,158000,automatic,SUV,silver,1.0,16
50081,12500,2015,subaru,impreza,2019-03-20,57,excellent,4.0,gas,49379,manual,hatchback,other,1.0,9
50084,34500,2018,ford,explorer,2018-09-16,46,excellent,6.0,gas,24822,automatic,SUV,black,1.0,6
50085,7500,2004,chevrolet,silverado 1500,2019-03-19,8,good,8.0,gas,150000,automatic,pickup,red,1.0,20
50086,24000,2015,ford,f250,2018-07-29,44,excellent,8.0,diesel,195000,automatic,truck,white,1.0,9
50088,4000,2004,ford,f-150,2019-04-17,120,good,8.0,gas,171171,automatic,pickup,red,1.0,20
50096,11995,2006,ford,f250 super duty,2019-01-05,31,good,8.0,gas,121459,automatic,truck,blue,1.0,18
50097,9500,2009,ford,f-250,2018-05-02,33,good,8.0,gas,189490,automatic,truck,white,1.0,15
50098,8000,2002,ford,f250 super duty,2018-10-30,58,good,8.0,diesel,240000,automatic,truck,red,1.0,22
50100,5500,2003,ram,2500,2018-11-22,47,fair,8.0,gas,207000,automatic,pickup,black,1.0,21
50101,19900,2013,chevrolet,silverado 3500hd,2018-12-12,70,good,8.0,gas,138892,automatic,truck,white,1.0,11
50103,6995,2005,gmc,sierra 1500,2018-10-12,47,excellent,8.0,gas,199207,automatic,pickup,red,1.0,19
50104,18000,2000,ford,f350,2018-09-20,17,good,10.0,gas,45000,automatic,truck,green,1.0,24
50108,68000,2017,ford,f-150,2018-06-30,45,excellent,8.0,gas,30700,automatic,pickup,grey,1.0,7
50109,1900,1999,ford,f150,2018-08-14,32,fair,8.0,gas,168000,automatic,truck,green,1.0,25
50110,36000,2015,toyota,4runner,2018-07-25,22,like new,6.0,gas,39000,automatic,SUV,orange,1.0,9
50111,3000,2003,ram,1500,2019-03-24,52,fair,8.0,gas,140000,automatic,pickup,other,1.0,21
50112,22900,2016,ram,1500,2018-12-05,24,excellent,8.0,gas,139900,automatic,truck,other,1.0,8
50113,66000,2018,ford,f-250,2018-07-19,4,new,8.0,diesel,22000,automatic,truck,white,1.0,6
50114,11800,2001,toyota,tacoma,2018-05-24,66,excellent,6.0,gas,142000,automatic,truck,silver,1.0,23
50117,27800,2016,ford,f150 supercrew cab xlt,2018-09-20,17,good,6.0,gas,47570,other,pickup,white,1.0,8
50124,4995,2000,ford,f250 super duty,2018-05-14,43,excellent,10.0,gas,240000,automatic,truck,white,1.0,24
50125,995,1999,jeep,cherokee,2019-03-30,13,fair,6.0,gas,134000,automatic,SUV,white,1.0,25
50126,8000,2014,ford,f150,2018-10-02,6,good,6.0,gas,261325,automatic,pickup,white,1.0,10
50127,14772,2015,subaru,forester,2019-03-29,60,excellent,4.0,gas,21641,automatic,wagon,blue,1.0,9
50128,6500,2007,bmw,x5,2018-06-14,25,excellent,6.0,gas,149000,manual,SUV,black,1.0,17
50129,20000,2018,subaru,forester,2018-06-18,23,excellent,4.0,gas,31000,automatic,SUV,white,1.0,6
50131,16500,2018,subaru,forester,2018-08-07,8,excellent,4.0,gas,40377,automatic,SUV,white,1.0,6
50132,17500,2017,subaru,forester,2019-04-18,45,excellent,4.0,gas,30112,automatic,SUV,grey,1.0,7
50133,12900,2014,subaru,forester,2019-04-13,30,excellent,4.0,gas,70125,automatic,SUV,other,1.0,10
50134,13000,2014,subaru,forester,2019-01-19,48,excellent,4.0,gas,43022,automatic,SUV,other,1.0,10
50135,11499,2011,gmc,sierra,2018-06-15,39,good,8.0,gas,121000,automatic,truck,grey,1.0,13
50136,25000,2013,ford,f-150,2019-04-19,61,excellent,6.0,gas,83000,automatic,truck,black,1.0,11
50137,10990,2010,gmc,sierra 1500,2018-10-29,32,good,8.0,gas,98300,automatic,pickup,white,1.0,14
50139,4500,2004,ford,f-150,2018-11-04,47,good,8.0,gas,239000,automatic,truck,red,1.0,20
50140,5600,2005,jeep,grand cherokee,2018-10-09,21,excellent,8.0,gas,141000,automatic,SUV,green,1.0,19
50141,10500,2016,chevrolet,equinox,2019-02-06,5,like new,4.0,gas,120000,automatic,SUV,grey,1.0,8
50143,8500,2008,toyota,highlander,2018-05-24,44,excellent,6.0,gas,165000,automatic,SUV,grey,1.0,16
50145,10995,2015,ford,f-250 sd,2018-12-09,58,good,8.0,gas,189989,automatic,truck,white,1.0,9
50149,7000,2009,toyota,highlander,2018-09-08,44,good,6.0,gas,144000,automatic,SUV,white,1.0,15
50155,5500,1994,ford,f-150,2018-09-30,56,good,8.0,gas,243000,automatic,truck,silver,1.0,30
50156,2750,2006,subaru,forester,2019-02-11,11,fair,4.0,gas,161000,automatic,SUV,silver,1.0,18
50159,10000,1997,jeep,wrangler,2019-02-15,62,good,6.0,gas,124000,automatic,SUV,red,1.0,27
50161,18995,2016,chevrolet,silverado 1500,2018-10-16,62,like new,8.0,gas,98665,automatic,pickup,white,1.0,8
50162,12900,2011,subaru,outback,2018-06-11,31,excellent,4.0,gas,79000,automatic,hatchback,white,1.0,13
50167,1000,1999,jeep,cherokee,2018-06-20,43,salvage,6.0,gas,207000,automatic,SUV,blue,1.0,25
50168,23700,2019,nissan,frontier crew cab sv,2019-02-17,117,good,6.0,gas,12901,other,pickup,black,1.0,5
50169,7500,1977,ford,f-250,2018-07-03,99,good,8.0,gas,112000,automatic,truck,yellow,1.0,47
50174,31400,2016,chevrolet,silverado 1500 crew,2018-10-27,17,good,8.0,gas,15070,automatic,pickup,black,1.0,8
50182,24995,2016,ram,1500,2018-07-07,28,excellent,8.0,gas,24909,automatic,pickup,other,1.0,8
50184,4500,2014,ford,f-150,2018-11-26,40,excellent,8.0,gas,72000,automatic,truck,other,1.0,10
50185,2500,2014,ford,f-150,2018-09-28,28,excellent,8.0,gas,115000,automatic,truck,white,1.0,10
50186,22900,2019,nissan,frontier crew cab sv,2019-02-11,21,good,6.0,gas,24402,other,pickup,blue,1.0,5
50187,16900,2008,chevrolet,silverado,2018-06-23,4,good,8.0,diesel,238000,automatic,truck,black,1.0,16
50190,23800,2018,nissan,frontier crew cab sv,2018-06-10,21,good,6.0,gas,10899,other,pickup,silver,1.0,6
50196,19000,2015,ford,explorer,2018-12-15,28,excellent,6.0,gas,56000,automatic,SUV,black,1.0,9
50198,21900,2019,nissan,frontier crew cab sv,2019-01-31,18,good,6.0,gas,27576,other,pickup,white,1.0,5
50208,6900,1999,gmc,sierra 1500,2018-12-30,28,good,8.0,gas,180300,automatic,truck,grey,1.0,25
50212,27800,2016,ford,f150 supercrew cab xlt,2018-06-14,35,good,6.0,gas,47570,other,pickup,other,1.0,8
50213,850,1997,ford,f150,2019-01-20,7,salvage,8.0,gas,238240,automatic,pickup,other,1.0,27
50214,15000,2004,ford,f-250 super duty,2018-09-27,43,excellent,8.0,diesel,264000,automatic,truck,black,1.0,20
50221,4500,2014,ford,f-150,2018-10-16,29,excellent,8.0,gas,72000,automatic,truck,custom,1.0,10
50230,5500,2017,ford,explorer,2018-09-01,32,excellent,6.0,gas,25000,automatic,SUV,grey,1.0,7
50234,10526,2012,gmc,sierra 1500,2019-02-09,32,excellent,8.0,gas,178085,automatic,pickup,black,1.0,12
50242,3800,2006,ford,explorer,2018-05-23,27,excellent,6.0,gas,171626,automatic,SUV,other,1.0,18
50248,6590,2003,toyota,tundra,2018-11-05,64,excellent,8.0,gas,308000,automatic,pickup,silver,1.0,21
50257,6000,1988,ford,f-250,2019-03-04,18,good,8.0,gas,121000,manual,truck,red,1.0,36
50260,6300,2012,subaru,outback,2018-12-02,32,like new,4.0,gas,137000,automatic,wagon,white,1.0,12
50261,3800,2004,ford,expedition,2018-06-21,14,good,8.0,gas,223000,automatic,SUV,red,1.0,20
50262,6300,2012,subaru,outback,2018-10-04,21,like new,4.0,gas,137000,automatic,wagon,other,1.0,12
50265,17900,2012,jeep,wrangler,2018-10-08,40,excellent,6.0,gas,57000,manual,SUV,silver,1.0,12
50266,27000,2015,ram,2500,2018-12-16,5,excellent,6.0,diesel,160000,other,truck,silver,1.0,9
50268,10500,2011,ford,expedition,2018-10-18,78,like new,10.0,diesel,260000,automatic,SUV,other,1.0,13
50273,9995,2013,subaru,outback,2019-01-24,13,excellent,4.0,gas,148872,automatic,wagon,black,1.0,11
50275,18995,2015,ford,f150,2018-06-24,22,good,8.0,gas,126023,automatic,truck,silver,1.0,9
50277,16995,2011,chevrolet,silverado 2500hd,2018-08-27,56,like new,8.0,gas,180995,automatic,truck,white,1.0,13
50281,13950,2009,toyota,tacoma,2019-03-08,32,excellent,6.0,gas,179316,automatic,pickup,grey,1.0,15
50285,40995,2015,cadillac,escalade,2019-01-10,56,excellent,8.0,gas,55218,automatic,SUV,silver,1.0,9
50286,26995,2016,chevrolet,silverado,2019-02-05,28,excellent,8.0,gas,36645,automatic,pickup,white,1.0,8
50287,29995,2018,ford,f-150,2019-02-24,42,excellent,6.0,gas,32551,automatic,pickup,red,1.0,6
50289,7950,2002,ford,f-150,2019-02-07,23,excellent,8.0,gas,170744,automatic,pickup,red,1.0,22
50291,25995,2016,ram,1500,2018-05-19,18,excellent,8.0,gas,44267,automatic,pickup,black,1.0,8
50292,4950,2001,dodge,dakota,2019-01-21,19,excellent,8.0,gas,190282,automatic,pickup,red,1.0,23
50293,4950,2001,jeep,cherokee,2019-02-01,20,excellent,6.0,gas,175000,automatic,SUV,green,1.0,23
50304,26995,2015,chevrolet,silverado 1500,2018-09-26,56,excellent,8.0,gas,79976,automatic,pickup,black,1.0,9
50309,10995,2005,chevrolet,silverado 1500,2018-11-18,56,good,8.0,gas,188764,automatic,pickup,other,1.0,19
50316,30500,2017,ram,1500,2018-05-08,7,like new,8.0,gas,50700,automatic,pickup,grey,1.0,7
50321,9495,2012,nissan,murano,2018-09-03,9,good,6.0,gas,133008,automatic,SUV,other,1.0,12
50325,20995,2015,ford,explorer,2018-08-17,66,good,6.0,gas,58452,automatic,SUV,black,1.0,9
50328,12999,2012,ram,1500,2018-08-29,24,excellent,8.0,gas,118000,automatic,pickup,white,1.0,12
50334,5999,2000,chevrolet,tahoe,2018-05-10,113,excellent,8.0,gas,153000,automatic,SUV,other,1.0,24
50338,2500,2003,chevrolet,suburban,2019-02-05,61,good,8.0,gas,140000,automatic,SUV,blue,1.0,21
50341,16000,2011,chevrolet,silverado,2018-05-10,51,good,8.0,gas,180000,automatic,pickup,grey,1.0,13
50344,590,2000,jeep,grand cherokee,2019-03-13,10,good,8.0,gas,160000,automatic,SUV,brown,1.0,24
50345,4300,2007,honda,pilot,2018-06-26,14,excellent,6.0,gas,120000,automatic,SUV,other,1.0,17
50351,11790,2003,ford,f-150,2018-06-07,40,good,8.0,diesel,272000,automatic,pickup,red,1.0,21
50353,26995,2011,gmc,sierra 2500hd,2018-09-19,14,like new,8.0,diesel,162841,automatic,truck,white,1.0,13
50354,26995,2012,chevrolet,silverado 2500hd,2018-05-01,15,like new,8.0,diesel,172009,automatic,truck,white,1.0,12
50360,8995,2008,cadillac,escalade,2018-05-04,44,excellent,8.0,gas,185000,automatic,SUV,white,1.0,16
50366,6995,2013,nissan,rogue,2019-03-29,51,excellent,4.0,gas,65000,automatic,SUV,red,1.0,11
50367,30995,2015,chevrolet,silverado 3500hd,2018-12-08,28,like new,8.0,diesel,138622,automatic,truck,white,1.0,9
50368,17995,2012,chevrolet,silverado 1500,2018-11-04,51,like new,8.0,gas,137691,automatic,truck,grey,1.0,12
50373,22900,2019,nissan,frontier crew cab sv,2019-01-06,17,good,6.0,gas,24402,other,pickup,blue,1.0,5
50374,10995,2013,ford,f250 super duty,2019-02-09,36,good,8.0,gas,224848,automatic,pickup,white,1.0,11
50378,34500,2015,chevrolet,silverado 3500hd,2018-06-06,40,excellent,8.0,diesel,82237,automatic,SUV,white,1.0,9
50380,27995,2013,chevrolet,silverado 2500hd,2019-01-14,10,like new,8.0,diesel,157241,automatic,truck,white,1.0,11
50381,25995,2015,chevrolet,silverado 2500hd,2018-12-31,64,like new,8.0,diesel,155900,automatic,pickup,white,1.0,9
50385,6500,2009,cadillac,escalade,2019-01-28,70,excellent,8.0,gas,162000,automatic,SUV,other,1.0,15
50386,42000,2018,chevrolet,silverado 1500,2018-06-01,40,excellent,8.0,gas,32000,automatic,pickup,other,1.0,6
50389,37495,2016,gmc,yukon,2018-09-28,41,like new,8.0,gas,29774,automatic,SUV,white,1.0,8
50392,29995,2018,gmc,sierra 1500,2019-02-25,79,excellent,8.0,gas,98638,automatic,pickup,other,1.0,6
50393,1,2003,gmc,sierra 2500hd,2019-04-12,28,good,8.0,diesel,212300,automatic,pickup,black,1.0,21
50396,13600,2004,jeep,wrangler,2019-04-09,12,excellent,6.0,gas,119000,automatic,truck,silver,1.0,20
50398,5850,2010,chevrolet,equinox,2018-05-07,3,excellent,4.0,gas,77000,automatic,SUV,silver,1.0,14
50402,10500,2007,chevrolet,silverado 2500hd,2018-12-11,7,good,8.0,gas,142000,automatic,pickup,red,1.0,17
50403,21977,2012,toyota,tundra,2018-05-02,54,excellent,8.0,gas,149415,automatic,offroad,grey,1.0,12
50407,8700,2013,subaru,impreza,2019-03-21,4,excellent,4.0,gas,57,automatic,wagon,grey,1.0,11
50409,10200,2009,honda,cr-v,2018-12-03,64,good,4.0,gas,77414,automatic,SUV,blue,1.0,15
50410,5445,2008,toyota,rav4,2019-04-17,14,excellent,6.0,gas,217442,automatic,SUV,silver,1.0,16
50411,24988,2014,gmc,sierra 1500,2019-02-07,52,good,8.0,gas,92697,automatic,pickup,white,1.0,10
50416,12500,2004,ford,f-250 super duty,2018-11-30,30,excellent,8.0,diesel,152502,automatic,truck,red,1.0,20
50419,4000,1994,ford,f-250,2018-06-05,4,good,8.0,diesel,143000,automatic,truck,black,1.0,30
50423,19500,2009,jeep,wrangler,2018-07-07,87,excellent,6.0,gas,91448,automatic,SUV,other,1.0,15
50425,11995,2011,ford,f-150,2018-08-27,4,excellent,8.0,gas,127960,automatic,truck,silver,1.0,13
50431,12995,2013,nissan,rogue,2018-08-01,31,excellent,4.0,gas,46150,automatic,wagon,black,1.0,11
50432,13995,2008,chevrolet,silverado 1500,2018-05-10,42,excellent,8.0,gas,93300,automatic,truck,grey,1.0,16
50433,20995,2013,ram,1500,2018-12-18,40,excellent,8.0,gas,96100,automatic,truck,white,1.0,11
50434,10995,2011,ford,explorer,2018-11-02,23,excellent,6.0,gas,128200,automatic,wagon,black,1.0,13
50435,14995,2011,ford,ranger,2018-07-06,54,excellent,6.0,gas,54200,automatic,truck,grey,1.0,13
50436,14995,2013,honda,cr-v,2018-07-01,56,excellent,4.0,gas,60150,automatic,wagon,other,1.0,11
50438,4250,2007,jeep,grand cherokee laredo,2019-02-24,41,excellent,6.0,gas,144513,automatic,SUV,black,1.0,17
50440,17995,2015,ford,explorer,2018-12-11,31,excellent,6.0,gas,92763,automatic,SUV,black,1.0,9
50442,10995,2007,chevrolet,suburban,2019-01-06,47,good,8.0,gas,183521,automatic,SUV,black,1.0,17
50446,14995,2016,ford,escape,2018-06-11,43,good,4.0,gas,90698,automatic,SUV,silver,1.0,8
50447,7500,2003,ford,f-150,2018-09-23,4,excellent,8.0,gas,140000,automatic,pickup,red,1.0,21
50448,4000,2003,honda,pilot,2018-05-28,22,good,4.0,gas,220000,automatic,SUV,brown,1.0,21
50450,22900,2016,ram,1500,2018-08-25,40,excellent,8.0,gas,139900,automatic,truck,white,1.0,8
50454,10500,2009,chevrolet,silverado,2018-11-03,59,excellent,8.0,gas,143000,automatic,truck,white,1.0,15
50458,18900,2012,jeep,wrangler,2018-05-12,14,like new,6.0,gas,76000,automatic,SUV,silver,1.0,12
50466,9495,2007,toyota,4runner,2018-12-01,29,good,6.0,gas,175239,automatic,SUV,blue,1.0,17
50470,6995,2009,chevrolet,silverado 1500,2018-08-04,64,good,8.0,gas,196295,automatic,truck,other,1.0,15
50475,21000,2015,ram,1500,2018-10-02,24,excellent,8.0,gas,96000,automatic,truck,blue,1.0,9
50478,10780,2012,bmw,x5,2018-06-21,27,good,6.0,gas,136101,automatic,wagon,black,1.0,12
50480,6995,2013,nissan,rogue,2018-12-05,47,good,4.0,gas,107170,automatic,wagon,black,1.0,11
50486,25995,2011,ram,2500,2019-03-13,18,good,6.0,diesel,150597,manual,truck,white,1.0,13
50488,14995,2011,gmc,sierra 1500,2019-01-01,18,good,8.0,gas,144122,automatic,truck,grey,1.0,13
50499,17250,2016,ford,f250 super duty,2018-07-01,15,good,8.0,gas,52000,automatic,pickup,white,1.0,8
50501,10799,2007,cadillac,escalade,2018-11-10,26,excellent,8.0,gas,132900,automatic,truck,white,1.0,17
50505,3995,2005,bmw,x5,2019-02-25,40,good,6.0,gas,134121,automatic,SUV,other,1.0,19
50513,5450,2009,ford,edge,2018-09-29,81,good,6.0,gas,231894,automatic,SUV,black,1.0,15
50516,5950,2007,honda,cr-v,2019-03-13,46,good,4.0,gas,215121,automatic,SUV,other,1.0,17
50517,3850,2005,honda,cr-v,2018-10-10,56,good,4.0,gas,232996,automatic,SUV,brown,1.0,19
50518,20200,2018,nissan,frontier crew cab sv,2018-08-27,92,good,6.0,gas,49596,other,pickup,black,1.0,6
50519,13500,2013,subaru,outback,2018-08-26,88,excellent,4.0,gas,92670,automatic,wagon,grey,1.0,11
50522,9495,2007,ford,f-150,2019-01-28,52,excellent,8.0,gas,149224,automatic,pickup,other,1.0,17
50525,24995,2015,ford,f-150,2018-10-13,14,excellent,6.0,gas,16251,automatic,pickup,grey,1.0,9
50527,23995,2015,chevrolet,silverado,2018-08-08,105,excellent,8.0,gas,115123,automatic,pickup,other,1.0,9
50528,13995,2014,hyundai,santa fe,2018-05-24,26,excellent,6.0,gas,98231,automatic,SUV,white,1.0,10
50529,28000,2014,gmc,sierra,2018-06-25,106,excellent,8.0,gas,80000,automatic,pickup,silver,1.0,10
50531,25995,2012,ram,2500,2018-10-22,43,excellent,8.0,gas,84900,automatic,pickup,grey,1.0,12
50550,4700,2012,ford,escape,2019-03-02,113,good,4.0,gas,124350,automatic,SUV,other,1.0,12
50557,27800,2016,ford,f150 supercrew cab xlt,2018-05-01,28,good,6.0,gas,47570,other,pickup,other,1.0,8
50561,4775,2004,ford,f250,2019-02-20,17,good,8.0,gas,233005,automatic,truck,black,1.0,20
50566,8200,2007,ford,f250,2018-12-04,34,fair,8.0,gas,208000,automatic,pickup,black,1.0,17
50567,4500,2002,chevrolet,silverado,2018-08-01,30,good,8.0,gas,200000,automatic,truck,green,1.0,22
50568,3995,2005,gmc,sierra,2018-10-31,19,excellent,8.0,gas,250000,automatic,truck,black,1.0,19
50570,10500,2010,chevrolet,silverado,2019-04-15,37,excellent,4.0,gas,190000,automatic,truck,white,1.0,14
50571,14800,2009,gmc,sierra 2500hd,2018-11-18,62,good,8.0,gas,114100,automatic,pickup,other,1.0,15
50577,18900,2014,kia,sorento,2018-11-21,49,like new,6.0,gas,66635,automatic,SUV,white,1.0,10
50580,2850,2004,jeep,grand cherokee,2018-12-26,30,good,8.0,gas,244000,automatic,SUV,other,1.0,20
50584,5400,2011,chevrolet,traverse,2018-12-04,202,good,6.0,gas,180000,automatic,SUV,silver,1.0,13
50586,2250,2003,ford,escape,2018-12-29,40,good,6.0,gas,228000,automatic,SUV,white,1.0,21
50599,8500,2009,chevrolet,silverado 1500,2018-05-22,41,good,8.0,gas,134844,automatic,pickup,grey,1.0,15
50602,23995,2015,gmc,sierra,2019-01-04,13,like new,8.0,gas,125,automatic,pickup,other,1.0,9
50603,20995,2014,gmc,sierra,2018-12-15,15,like new,8.0,gas,100000,automatic,pickup,other,1.0,10
50608,25200,2015,chevrolet,silverado 1500 crew,2018-06-13,24,good,8.0,gas,94954,automatic,pickup,other,1.0,9
50613,23300,2016,chevrolet,colorado,2018-08-15,107,excellent,6.0,gas,7000,automatic,truck,silver,1.0,8
50615,33900,2018,chevrolet,silverado 1500 crew,2019-02-24,24,good,8.0,gas,11315,other,pickup,white,1.0,6
50616,23700,2018,nissan,frontier crew cab sv,2018-08-28,4,good,6.0,gas,12901,other,pickup,black,1.0,6
50618,10800,2015,toyota,camry,2018-06-20,74,excellent,4.0,gas,28150,automatic,sedan,black,1.0,9
50620,25995,2015,jeep,wrangler unlimited,2019-04-18,12,excellent,6.0,gas,58437,manual,SUV,blue,1.0,9
50642,31999,2013,chevrolet,silverado 2500hd,2018-09-21,11,good,8.0,diesel,144541,automatic,truck,other,1.0,11
50645,42995,2018,chevrolet,suburban,2018-05-20,35,excellent,8.0,gas,40800,automatic,SUV,other,1.0,6
50647,20995,2013,ram,1500,2018-05-05,16,excellent,8.0,gas,96100,automatic,truck,white,1.0,11
50648,18995,2012,ram,3500,2018-12-13,16,excellent,6.0,diesel,297020,automatic,truck,other,1.0,12
50649,10995,2010,chevrolet,suburban,2019-02-13,16,excellent,8.0,gas,174797,automatic,SUV,other,1.0,14
50650,39995,2015,chevrolet,silverado 2500hd,2018-12-24,26,excellent,8.0,diesel,93036,automatic,truck,other,1.0,9
50651,14995,2005,chevrolet,silverado 2500hd,2018-10-24,37,excellent,8.0,diesel,193380,automatic,truck,grey,1.0,19
50652,14995,2007,chevrolet,silverado 2500hd,2019-01-05,17,good,8.0,diesel,240000,automatic,truck,other,1.0,17
50653,18995,2004,ram,2500,2018-11-15,59,excellent,6.0,diesel,200990,other,truck,white,1.0,20
50654,19995,2013,ford,expedition,2018-09-21,8,excellent,8.0,gas,104901,automatic,SUV,black,1.0,11
50655,14995,2013,honda,cr-v,2018-08-13,16,excellent,4.0,gas,60150,automatic,wagon,brown,1.0,11
50658,12995,2013,nissan,rogue,2018-10-16,100,excellent,4.0,gas,46150,automatic,wagon,black,1.0,11
50662,14995,2011,ford,ranger,2018-07-20,86,excellent,6.0,gas,54200,automatic,truck,grey,1.0,13
50664,76995,2018,cadillac,escalade,2018-10-25,21,excellent,8.0,gas,4500,other,SUV,white,1.0,6
50666,36995,2018,chevrolet,silverado 1500,2018-09-20,42,excellent,8.0,gas,15569,automatic,truck,black,1.0,6
50672,15000,2006,gmc,sierra,2018-09-30,10,excellent,8.0,gas,170000,automatic,pickup,white,1.0,18
50679,20990,2016,ford,f-250 sd,2019-03-15,77,good,8.0,gas,97249,automatic,truck,white,1.0,8
50682,34985,2017,ram,3500,2019-02-26,5,excellent,6.0,diesel,70609,automatic,pickup,white,1.0,7
50688,10900,2012,subaru,forester,2018-09-02,11,excellent,4.0,gas,86589,automatic,SUV,silver,1.0,12
50696,4200,2008,ford,explorer,2018-09-25,150,good,6.0,gas,154665,automatic,SUV,black,1.0,16
50697,6500,2010,subaru,forester,2018-06-15,84,excellent,4.0,gas,127743,automatic,SUV,grey,1.0,14
50700,16995,2014,chevrolet,silverado 1500,2019-03-17,7,good,8.0,gas,118261,automatic,truck,custom,1.0,10
50702,29986,2016,chevrolet,silverado 1500,2018-07-05,95,excellent,8.0,gas,69756,automatic,truck,other,1.0,8
50704,18995,2011,ford,f-150,2019-01-21,34,excellent,8.0,gas,87500,automatic,truck,blue,1.0,13
50705,26995,2017,chevrolet,silverado 1500,2019-02-21,40,excellent,8.0,gas,26000,automatic,truck,other,1.0,7
50706,13995,2013,nissan,frontier,2018-08-18,40,excellent,6.0,gas,77000,automatic,truck,black,1.0,11
50710,13995,2011,ram,1500,2018-09-13,37,excellent,8.0,gas,125600,automatic,truck,other,1.0,13
50711,22995,2013,ram,2500,2018-08-20,14,excellent,8.0,gas,58000,automatic,truck,other,1.0,11
50712,22995,2014,ram,1500,2018-12-01,44,excellent,8.0,gas,88000,automatic,truck,black,1.0,10
50713,24459,2007,ram,3500,2018-08-28,26,excellent,6.0,diesel,70000,automatic,truck,grey,1.0,17
50714,31000,2015,ford,f-150,2018-05-30,123,excellent,8.0,gas,62000,automatic,truck,black,1.0,9
50715,44995,2016,ram,3500,2019-02-25,32,excellent,6.0,diesel,57000,automatic,truck,white,1.0,8
50716,8995,2005,gmc,sierra 1500,2019-04-10,32,excellent,8.0,gas,88377,automatic,truck,other,1.0,19
50717,12995,2012,chevrolet,silverado 1500,2019-02-19,38,excellent,6.0,gas,86000,automatic,truck,red,1.0,12
50719,23995,2009,gmc,sierra 2500hd,2018-12-07,80,excellent,8.0,diesel,143800,automatic,truck,black,1.0,15
50721,18315,2013,ford,f-350 sd,2018-05-24,26,excellent,8.0,gas,142000,automatic,truck,other,1.0,11
50722,4995,2006,honda,cr-v,2018-08-26,34,excellent,4.0,gas,183000,automatic,SUV,brown,1.0,18
50724,13996,2014,ford,f-150,2018-11-04,30,excellent,6.0,gas,105000,automatic,truck,green,1.0,10
50725,25995,2014,ram,2500,2019-02-02,21,excellent,8.0,gas,58000,automatic,truck,white,1.0,10
50727,28994,2012,chevrolet,silverado 2500hd,2019-04-11,6,excellent,8.0,diesel,83000,automatic,truck,silver,1.0,12
50728,19264,2013,chevrolet,silverado 2500hd,2019-04-17,27,excellent,8.0,gas,101000,automatic,truck,custom,1.0,11
50729,17459,2011,chevrolet,silverado 1500,2019-02-06,56,excellent,8.0,gas,70000,automatic,truck,white,1.0,13
50730,12500,2011,ram,1500,2018-11-19,42,excellent,8.0,gas,118275,automatic,offroad,blue,1.0,13
50732,16998,2011,chevrolet,silverado 1500,2019-04-10,12,excellent,8.0,gas,93000,automatic,truck,white,1.0,13
50733,15495,2010,chevrolet,silverado 1500,2018-08-22,4,excellent,8.0,gas,103000,automatic,truck,white,1.0,14
50734,23723,2011,gmc,sierra 2500hd,2019-03-13,13,excellent,8.0,diesel,130000,automatic,truck,grey,1.0,13
50735,16995,2011,chevrolet,silverado 1500,2019-01-29,40,excellent,8.0,gas,136000,automatic,truck,black,1.0,13
50737,7999,2012,chevrolet,traverse,2019-03-15,14,excellent,6.0,gas,151754,automatic,SUV,white,1.0,12
50739,24600,2014,chevrolet,silverado 1500 crew,2019-02-24,20,good,6.0,other,85048,automatic,pickup,silver,1.0,10
50747,11450,2004,jeep,wrangler,2018-10-11,16,like new,6.0,gas,112723,manual,offroad,red,1.0,20
50748,7995,2010,toyota,sienna,2018-05-24,128,good,6.0,gas,133831,automatic,mini-van,custom,1.0,14
